MgO_ID,Structure,E_ads
100_11,"{'numbers': [12, 8, 12, 12, 12, 8, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 6], 'positions': [[0.64728881, 4.92945736, 5.96354634], [0.64728873, 7.07054235, 6.00238843], [2.788373, 2.7883732, 5.9635462], [4.92945769, 0.64728881, 5.96354621], [4.92945757, 2.78837314, 3.84244301], [4.92945764, 2.78837319, 6.00238843], [7.07054236, 2.78837313, 5.96354616], [9.21162672, 2.78837314, 6.00238846], [7.07054221, 0.64728885, 6.0023884], [7.07054221, 2.78837315, 3.83803275], [2.78837323, 4.92945769, 3.84244307], [2.78837327, 7.07054236, 5.96354619], [4.92945758, 4.92945765, 5.96354626], [4.92945762, 7.07054255, 3.84244296], [4.92945762, 4.92945775, 3.83803267], [4.92945763, 7.07054234, 6.00238843], [2.78837318, 4.92945768, 6.00238854], [2.7883732, 7.07054236, 3.83803273], [7.07054211, 4.92945767, 3.84244296], [7.07054208, 7.07054244, 5.96354612], [9.21162681, 4.92945736, 5.96354634], [9.21162672, 7.07054246, 3.84244301], [9.21162672, 4.92945764, 3.83803274], [9.21162673, 7.07054235, 6.00238843], [7.07054217, 4.92945767, 6.00238851], [7.07054215, 7.07054237, 3.83803271], [4.92945769, 9.21162681, 5.96354621], [4.92945766, 9.21162681, 3.83803273], [4.92945764, 11.35271119, 6.00238843], [2.78837316, 9.21162685, 6.00238841], [7.07054226, 9.21162689, 3.84244279], [7.07054236, 11.35271113, 5.96354616], [9.21162673, 9.21162706, 5.96354611], [7.07054221, 9.21162685, 6.0023884], [5.16632097, 6.83367892, 8.16196733], [6.83367876, 5.16632113, 8.16196733], [11.35271127, 7.07054236, 5.96354619], [11.35271118, 4.92945768, 6.00238854], [5.99999987, 6.00000002, 8.16196733]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.819058821069,3.90056419919099]"
100_12,"{'numbers': [12, 8, 12, 12, 12, 8, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 6], 'positions': [[0.64728881, 4.92945736, 5.96354634], [0.64728873, 7.07054235, 6.00238843], [2.788373, 2.7883732, 5.9635462], [4.92945769, 0.64728881, 5.96354621], [4.92945757, 2.78837314, 3.84244301], [4.92945764, 2.78837319, 6.00238843], [7.07054236, 2.78837313, 5.96354616], [9.21162672, 2.78837314, 6.00238846], [7.07054221, 0.64728885, 6.0023884], [7.07054221, 2.78837315, 3.83803275], [2.78837323, 4.92945769, 3.84244307], [2.78837327, 7.07054236, 5.96354619], [4.92945758, 4.92945765, 5.96354626], [4.92945762, 7.07054255, 3.84244296], [4.92945762, 4.92945775, 3.83803267], [4.92945763, 7.07054234, 6.00238843], [2.78837318, 4.92945768, 6.00238854], [2.7883732, 7.07054236, 3.83803273], [7.07054211, 4.92945767, 3.84244296], [7.07054208, 7.07054244, 5.96354612], [9.21162681, 4.92945736, 5.96354634], [9.21162672, 7.07054246, 3.84244301], [9.21162672, 4.92945764, 3.83803274], [9.21162673, 7.07054235, 6.00238843], [7.07054217, 4.92945767, 6.00238851], [7.07054215, 7.07054237, 3.83803271], [4.92945769, 9.21162681, 5.96354621], [4.92945766, 9.21162681, 3.83803273], [4.92945764, 11.35271119, 6.00238843], [2.78837316, 9.21162685, 6.00238841], [7.07054226, 9.21162689, 3.84244279], [7.07054236, 11.35271113, 5.96354616], [9.21162673, 9.21162706, 5.96354611], [7.07054221, 9.21162685, 6.0023884], [5.99999987, 4.82100002, 8.16196733], [5.99999987, 7.17900002, 8.16196733], [11.35271127, 7.07054236, 5.96354619], [11.35271118, 4.92945768, 6.00238854], [5.99999987, 6.00000002, 8.16196733]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.786245664318,3.30079527087094]"
111-M_1,"{'numbers': [8, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 12, 12, 8, 8, 6], 'positions': [[2.97204939, 3.81476488, 3.11342217], [6.0, 9.05932917, 3.11342217], [4.4860247, 6.43704702, 3.11342217], [4.4860247, 8.18523512, 4.34957783], [2.97204939, 5.56295298, 4.34957783], [6.0, 3.81476488, 3.11342217], [9.02795061, 3.81476488, 3.11342217], [7.5139753, 2.94067083, 4.34957783], [4.4860247, 2.94067083, 4.34957783], [7.5139753, 6.43704702, 3.11342217], [9.02795061, 5.56295298, 4.34957783], [7.5139753, 8.18523512, 4.34957783], [6.0, 5.56295298, 4.34957783], [6.0, 5.56295298, 6.52857783], [6.0, 5.56295298, 8.88657783], [6.0, 5.56295298, 7.70757783]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.889012635716,4.4502219031062]"
111-M_2,"{'numbers': [8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 12, 8, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 8, 8, 6], 'positions': [[2.97204939, 4.2518119, 5.52857783], [1.45807409, 3.37771785, 6.76473349], [4.4860247, 5.12590595, 4.29242217], [6.0, 7.7481881, 4.29242217], [2.97204939, 7.7481881, 4.29242217], [2.97204939, 9.4963762, 5.52857783], [1.45807409, 6.87409405, 5.52857783], [6.0, 9.4963762, 5.52857783], [4.4860247, 6.87409405, 5.52857783], [4.4860247, 8.62228215, 6.76473349], [2.97204939, 6.0, 6.76473349], [1.45807409, 8.62228215, 6.76473349], [1.12309879, 6.0, 8.94373349], [6.0, 11.24456429, 6.76473349], [4.15104939, 11.24456429, 8.94373349], [6.0, 2.5036238, 4.29242217], [6.0, 4.2518119, 5.52857783], [4.4860247, 1.62952976, 5.52857783], [9.02795061, 4.2518119, 5.52857783], [7.5139753, 1.62952976, 5.52857783], [7.5139753, 3.37771785, 6.76473349], [6.0, 0.75543571, 6.76473349], [4.4860247, 3.37771785, 6.76473349], [4.15104939, 0.75543571, 8.94373349], [6.0, 6.0, 3.05626651], [7.5139753, 5.12590595, 4.29242217], [9.02795061, 7.7481881, 4.29242217], [9.02795061, 9.4963762, 5.52857783], [7.5139753, 6.87409405, 5.52857783], [10.54192591, 6.87409405, 5.52857783], [10.54192591, 8.62228215, 6.76473349], [9.02795061, 6.0, 6.76473349], [7.5139753, 8.62228215, 6.76473349], [6.0, 6.0, 6.76473349], [7.179, 6.0, 8.94373349], [4.821, 6.0, 8.94373349], [7.84895061, 11.24456429, 8.94373349], [10.54192591, 3.37771785, 6.76473349], [7.84895061, 0.75543571, 8.94373349], [10.87690121, 6.0, 8.94373349], [6.0, 6.0, 8.94373349]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.701500733402,4.00030766964554]"
111-M_3,"{'numbers': [8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 12, 8, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 8, 8, 6], 'positions': [[2.97204939, 4.2518119, 5.52857783], [1.45807409, 3.37771785, 6.76473349], [4.4860247, 5.12590595, 4.29242217], [6.0, 7.7481881, 4.29242217], [2.97204939, 7.7481881, 4.29242217], [2.97204939, 9.4963762, 5.52857783], [1.45807409, 6.87409405, 5.52857783], [6.0, 9.4963762, 5.52857783], [4.4860247, 6.87409405, 5.52857783], [4.4860247, 8.62228215, 6.76473349], [2.97204939, 6.0, 6.76473349], [1.45807409, 8.62228215, 6.76473349], [0.53359879, 7.02104395, 8.94373349], [6.0, 11.24456429, 6.76473349], [2.38254939, 10.22352034, 8.94373349], [6.0, 2.5036238, 4.29242217], [6.0, 4.2518119, 5.52857783], [4.4860247, 1.62952976, 5.52857783], [9.02795061, 4.2518119, 5.52857783], [7.5139753, 1.62952976, 5.52857783], [7.5139753, 3.37771785, 6.76473349], [6.0, 0.75543571, 6.76473349], [4.4860247, 3.37771785, 6.76473349], [3.56154939, 1.77647966, 8.94373349], [6.0, 6.0, 3.05626651], [7.5139753, 5.12590595, 4.29242217], [9.02795061, 7.7481881, 4.29242217], [9.02795061, 9.4963762, 5.52857783], [7.5139753, 6.87409405, 5.52857783], [10.54192591, 6.87409405, 5.52857783], [10.54192591, 8.62228215, 6.76473349], [9.02795061, 6.0, 6.76473349], [7.5139753, 8.62228215, 6.76473349], [6.0, 6.0, 6.76473349], [6.5895, 7.02104395, 8.94373349], [5.4105, 4.97895605, 8.94373349], [8.43845061, 10.22352034, 8.94373349], [10.54192591, 3.37771785, 6.76473349], [9.61745061, 1.77647966, 8.94373349], [11.46640121, 4.97895605, 8.94373349], [6.0, 6.0, 8.94373349]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.555818961301,3.94153816329909]"
111-M_4,"{'numbers': [8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 8, 6], 'positions': [[2.97204939, 4.2518119, 5.52857783], [1.45807409, 3.37771785, 6.76473349], [4.4860247, 5.12590595, 4.29242217], [6.0, 7.7481881, 4.29242217], [2.97204939, 7.7481881, 4.29242217], [2.97204939, 9.4963762, 5.52857783], [1.45807409, 6.87409405, 5.52857783], [6.0, 9.4963762, 5.52857783], [4.4860247, 6.87409405, 5.52857783], [4.4860247, 8.62228215, 6.76473349], [2.97204939, 6.0, 6.76473349], [1.45807409, 8.62228215, 6.76473349], [0.96514274, 6.5895, 8.94373349], [6.0, 11.24456429, 6.76473349], [6.0, 2.5036238, 4.29242217], [6.0, 4.2518119, 5.52857783], [4.4860247, 1.62952976, 5.52857783], [9.02795061, 4.2518119, 5.52857783], [7.5139753, 1.62952976, 5.52857783], [7.5139753, 3.37771785, 6.76473349], [6.0, 0.75543571, 6.76473349], [4.4860247, 3.37771785, 6.76473349], [3.99309334, 1.34493571, 8.94373349], [6.0, 6.0, 3.05626651], [7.5139753, 5.12590595, 4.29242217], [9.02795061, 7.7481881, 4.29242217], [9.02795061, 9.4963762, 5.52857783], [7.5139753, 6.87409405, 5.52857783], [10.54192591, 6.87409405, 5.52857783], [10.54192591, 8.62228215, 6.76473349], [9.02795061, 6.0, 6.76473349], [7.5139753, 8.62228215, 6.76473349], [6.0, 6.0, 6.76473349], [7.02104395, 6.5895, 8.94373349], [4.97895605, 5.4105, 8.94373349], [8.00690666, 10.65506429, 8.94373349], [10.54192591, 3.37771785, 6.76473349], [11.03485726, 5.4105, 8.94373349], [6.0, 6.0, 8.94373349]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.680678359881,3.94181892705168]"
111-M_5,"{'numbers': [8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 12, 8, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 8, 8, 6], 'positions': [[2.97204993, 4.25181293, 5.65704959], [1.45807379, 3.37772087, 6.67246347], [4.48602262, 5.12590456, 4.12900905], [5.99999887, 7.74818997, 4.12901272], [2.97204703, 7.74818999, 4.12901151], [2.97204899, 9.49637696, 5.65705196], [1.45807388, 6.87409713, 5.65705242], [6.00000093, 9.49637693, 5.65704959], [4.48602369, 6.8740964, 5.65705842], [4.48602479, 8.62228487, 6.67246347], [2.97204696, 6.0, 6.67246337], [1.4580727, 8.62228334, 6.67246324], [0.533599, 4.97895712, 8.85146301], [5.99999796, 11.244564, 6.67246337], [3.56155, 10.22352112, 8.85146301], [5.99999703, 2.50362599, 4.12901151], [5.99999899, 4.25181296, 5.65705196], [4.48602388, 1.62953313, 5.65705242], [9.02795093, 4.25181293, 5.65704959], [7.51397369, 1.6295324, 5.65705842], [7.51397479, 3.37772087, 6.67246347], [5.99999696, 0.755436, 6.67246337], [4.4860227, 3.37771934, 6.67246324], [2.382549, 1.77648102, 8.85146301], [5.99999704, 6.000004, 3.14853699], [7.51397266, 5.12590531, 4.12900776], [9.02794803, 7.74818999, 4.12901151], [9.02794999, 9.49637696, 5.65705196], [7.51397488, 6.87409713, 5.65705242], [10.54192469, 6.8740964, 5.65705842], [10.54192579, 8.62228487, 6.67246347], [9.02794796, 6.0, 6.67246337], [7.5139737, 8.62228334, 6.67246324], [6.0, 6.00000107, 6.67246301], [5.4105, 7.02104502, 8.85146301], [6.5895, 4.97895712, 8.85146301], [9.617451, 10.22352112, 8.85146301], [10.5419237, 3.37771934, 6.67246324], [8.43845, 1.77648102, 8.85146301], [11.466401, 7.02104502, 8.85146301], [6.0, 6.00000107, 8.85146301]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.504656521658,3.8982959454261]"
111-M_6,"{'numbers': [8, 12, 12, 8, 8, 8, 12, 12, 12, 8, 12, 8, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 8, 12, 12, 6], 'positions': [[1.45807406, 3.37771801, 5.39936144], [2.97204915, 4.2518121, 4.07417358], [4.48602467, 6.87409417, 4.07417415], [1.4580746, 8.62228203, 5.39936137], [4.48602506, 8.62228201, 5.39936144], [2.9720494, 6.0, 5.39936137], [2.97204912, 7.74818791, 6.59275568], [1.45807394, 5.12590597, 6.59275539], [6.00000015, 9.4963761, 4.07417358], [6.0000004, 11.244564, 5.39936137], [4.48602494, 10.37046997, 6.59275539], [4.4860246, 3.37771803, 5.39936137], [7.51397506, 3.37771801, 5.39936144], [5.9999994, 0.755436, 5.39936137], [5.99999912, 2.50362391, 6.59275568], [2.97204851, 2.50362394, 6.59275539], [7.51397468, 5.12590603, 2.92263876], [4.48602449, 5.12590611, 2.92263875], [5.99999976, 7.74818804, 2.92263862], [9.02795015, 4.2518121, 4.07417358], [5.99999956, 4.25181217, 4.07417374], [7.51397495, 6.87409427, 4.07417378], [7.5139756, 8.62228203, 5.39936137], [6.00000001, 6.00000006, 5.39936138], [10.54192606, 8.62228201, 5.39936144], [9.0279504, 6.0, 5.39936137], [9.02795012, 7.74818791, 6.59275568], [7.51397494, 5.12590597, 6.59275539], [5.99999951, 7.74818794, 6.59275539], [4.48602415, 5.12590595, 6.59275547], [6.00000001, 6.00000006, 6.71936138], [6.00000001, 6.00000006, 9.07736138], [7.51397515, 10.37046995, 6.59275547], [10.5419256, 3.37771803, 5.39936137], [9.02794951, 2.50362394, 6.59275539], [10.54192515, 5.12590595, 6.59275547], [6.00000001, 6.00000006, 7.89836138]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.789071520213,4.68625470154317]"
111-M_7,"{'numbers': [8, 12, 12, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 12, 12, 8, 12, 8, 12, 12, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 8, 12, 8, 12, 8, 6], 'positions': [[1.45807409, 3.37771785, 7.14423349], [2.97204939, 6.0, 3.43576651], [4.4860247, 8.62228215, 3.43576651], [2.97204939, 7.7481881, 4.67192217], [2.97204939, 4.2518119, 5.90807783], [4.4860247, 6.87409405, 5.90807783], [1.45807409, 6.87409405, 5.90807783], [1.45807409, 8.62228215, 7.14423349], [4.4860247, 8.62228215, 7.14423349], [2.97204939, 6.0, 7.14423349], [2.97204939, 7.7481881, 8.38038915], [1.45807409, 5.12590595, 8.38038915], [0.96514274, 5.4105, 8.56423349], [6.0, 9.4963762, 5.90807783], [2.97204939, 9.4963762, 5.90807783], [6.0, 11.24456429, 7.14423349], [4.4860247, 10.37047024, 8.38038915], [3.99309334, 10.65506429, 8.56423349], [4.4860247, 3.37771785, 3.43576651], [7.5139753, 3.37771785, 3.43576651], [6.0, 2.5036238, 4.67192217], [7.5139753, 1.62952976, 5.90807783], [4.4860247, 1.62952976, 5.90807783], [4.4860247, 3.37771785, 7.14423349], [7.5139753, 3.37771785, 7.14423349], [6.0, 0.75543571, 7.14423349], [6.0, 2.5036238, 8.38038915], [2.97204939, 2.5036238, 8.38038915], [6.0, 6.0, 3.43576651], [7.5139753, 8.62228215, 3.43576651], [9.02795061, 6.0, 3.43576651], [7.5139753, 5.12590595, 4.67192217], [9.02795061, 7.7481881, 4.67192217], [4.4860247, 5.12590595, 4.67192217], [6.0, 7.7481881, 4.67192217], [9.02795061, 4.2518119, 5.90807783], [10.54192591, 6.87409405, 5.90807783], [6.0, 4.2518119, 5.90807783], [7.5139753, 6.87409405, 5.90807783], [7.5139753, 8.62228215, 7.14423349], [6.0, 6.0, 7.14423349], [10.54192591, 8.62228215, 7.14423349], [9.02795061, 6.0, 7.14423349], [9.02795061, 7.7481881, 8.38038915], [7.5139753, 5.12590595, 8.38038915], [6.0, 7.7481881, 8.38038915], [4.4860247, 5.12590595, 8.38038915], [7.02104395, 5.4105, 8.56423349], [4.97895605, 6.5895, 8.56423349], [9.02795061, 9.4963762, 5.90807783], [7.5139753, 10.37047024, 8.38038915], [10.54192591, 3.37771785, 7.14423349], [9.02795061, 2.5036238, 8.38038915], [8.00690666, 1.34493571, 8.56423349], [10.54192591, 5.12590595, 8.38038915], [11.03485726, 6.5895, 8.56423349], [6.0, 6.0, 8.56423349]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[109.337704116481,2.48848739097714]"
111-M_8,"{'numbers': [8, 12, 12, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 12, 12, 8, 12, 8, 12, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 8, 8, 12, 8, 12, 8, 6], 'positions': [[1.45807409, 3.37771785, 7.14423349], [2.97204939, 6.0, 3.43576651], [4.4860247, 8.62228215, 3.43576651], [2.97204939, 7.7481881, 4.67192217], [2.97204939, 4.2518119, 5.90807783], [4.4860247, 6.87409405, 5.90807783], [1.45807409, 6.87409405, 5.90807783], [1.45807409, 8.62228215, 7.14423349], [4.4860247, 8.62228215, 7.14423349], [2.97204939, 6.0, 7.14423349], [2.97204939, 7.7481881, 8.38038915], [1.45807409, 5.12590595, 8.38038915], [1.12309879, 6.0, 8.56423349], [6.0, 9.4963762, 5.90807783], [2.97204939, 9.4963762, 5.90807783], [6.0, 11.24456429, 7.14423349], [4.4860247, 10.37047024, 8.38038915], [4.15104939, 11.24456429, 8.56423349], [4.4860247, 3.37771785, 3.43576651], [7.5139753, 3.37771785, 3.43576651], [6.0, 2.5036238, 4.67192217], [7.5139753, 1.62952976, 5.90807783], [4.4860247, 1.62952976, 5.90807783], [4.4860247, 3.37771785, 7.14423349], [7.5139753, 3.37771785, 7.14423349], [6.0, 0.75543571, 7.14423349], [6.0, 2.5036238, 8.38038915], [2.97204939, 2.5036238, 8.38038915], [4.15104939, 0.75543571, 8.56423349], [6.0, 6.0, 3.43576651], [7.5139753, 8.62228215, 3.43576651], [9.02795061, 6.0, 3.43576651], [7.5139753, 5.12590595, 4.67192217], [9.02795061, 7.7481881, 4.67192217], [4.4860247, 5.12590595, 4.67192217], [6.0, 7.7481881, 4.67192217], [9.02795061, 4.2518119, 5.90807783], [10.54192591, 6.87409405, 5.90807783], [6.0, 4.2518119, 5.90807783], [7.5139753, 6.87409405, 5.90807783], [7.5139753, 8.62228215, 7.14423349], [6.0, 6.0, 7.14423349], [10.54192591, 8.62228215, 7.14423349], [9.02795061, 6.0, 7.14423349], [9.02795061, 7.7481881, 8.38038915], [7.5139753, 5.12590595, 8.38038915], [6.0, 7.7481881, 8.38038915], [4.4860247, 5.12590595, 8.38038915], [7.179, 6.0, 8.56423349], [4.821, 6.0, 8.56423349], [9.02795061, 9.4963762, 5.90807783], [7.5139753, 10.37047024, 8.38038915], [7.84895061, 11.24456429, 8.56423349], [10.54192591, 3.37771785, 7.14423349], [9.02795061, 2.5036238, 8.38038915], [7.84895061, 0.75543571, 8.56423349], [10.54192591, 5.12590595, 8.38038915], [10.87690121, 6.0, 8.56423349], [6.0, 6.0, 8.56423349]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[109.33051065346,2.48684052803521]"
111-M_9,"{'numbers': [8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 12, 6], 'positions': [[1.45807451, 2.94067107, 4.15024544], [2.9720496, 3.81476517, 2.82505758], [4.48602512, 6.43704724, 2.82505815], [4.48602551, 8.18523507, 4.15024544], [2.97204985, 5.56295306, 4.15024537], [2.97204957, 7.31114097, 5.34363968], [1.4580744, 4.68885903, 5.34363939], [4.4860254, 9.93342303, 5.34363939], [4.48602506, 2.9406711, 4.15024537], [7.51397551, 2.94067107, 4.15024544], [5.99999957, 2.06657697, 5.34363968], [2.97204896, 2.066577, 5.34363938], [6.00000001, 3.81476523, 2.82505774], [7.5139754, 6.43704733, 2.82505778], [7.51397606, 8.1852351, 4.15024537], [6.00000046, 5.56295313, 4.15024538], [9.02795085, 5.56295306, 4.15024537], [9.02795057, 7.31114097, 5.34363968], [7.5139754, 4.68885903, 5.34363939], [5.99999996, 7.311141, 5.34363938], [4.4860246, 4.68885901, 5.34363947], [5.24301253, 5.12590607, 6.81694242], [5.24301253, 5.12590607, 9.17494242], [7.5139756, 9.93342301, 5.34363947], [9.02794996, 2.066577, 5.34363938], [10.5419256, 4.68885901, 5.34363947], [5.24301253, 5.12590607, 7.99594242]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.846508507828,4.39243802682335]"
111-M_10,"{'numbers': [8, 8, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 12, 6], 'positions': [[3.72903705, 8.18523512, 3.7315], [2.21506174, 5.56295298, 3.7315], [2.21506174, 7.31114107, 4.96765566], [3.72903705, 9.93342322, 4.96765566], [3.72903705, 2.94067083, 3.7315], [6.75698765, 2.94067083, 3.7315], [5.24301235, 2.06657678, 4.96765566], [6.75698765, 6.43704702, 2.49534434], [6.75698765, 8.18523512, 3.7315], [5.24301235, 5.56295298, 3.7315], [8.27096295, 5.56295298, 3.7315], [8.27096295, 7.31114107, 4.96765566], [6.75698765, 4.68885893, 4.96765566], [5.24301235, 7.31114107, 4.96765566], [3.72903705, 4.68885893, 4.96765566], [6.0, 6.0, 7.14665566], [6.0, 6.0, 9.50465566], [6.75698765, 9.93342322, 4.96765566], [8.27096295, 2.06657678, 4.96765566], [9.78493826, 4.68885893, 4.96765566], [6.0, 6.0, 8.32565566]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.952298351615,3.74345963960816]"
111-M_11,"{'numbers': [12, 8, 8, 12, 12, 8, 12, 8, 12, 8, 8, 8, 12, 12, 8, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 8, 8, 12, 8, 12, 12, 8, 6], 'positions': [[3.72903705, 6.14504856, 3.67434434], [3.72903705, 7.89323666, 4.9105], [2.21506174, 5.27095451, 4.9105], [2.21506174, 7.01914261, 6.14665566], [0.70108644, 4.39686046, 6.14665566], [0.53359879, 4.68695759, 8.32565566], [5.24301235, 8.76733071, 3.67434434], [5.24301235, 10.51551881, 4.9105], [3.72903705, 9.64142476, 6.14665566], [3.56154939, 9.93152188, 8.32565566], [3.72903705, 2.64867237, 4.9105], [6.75698765, 2.64867237, 4.9105], [5.24301235, 1.77457832, 6.14665566], [2.21506174, 1.77457832, 6.14665566], [2.38254939, 1.48448119, 8.32565566], [8.27096295, 3.52276641, 3.67434434], [5.24301235, 3.52276641, 3.67434434], [6.75698765, 6.14504856, 3.67434434], [6.75698765, 7.89323666, 4.9105], [5.24301235, 5.27095451, 4.9105], [9.78493826, 7.89323666, 4.9105], [8.27096295, 5.27095451, 4.9105], [8.27096295, 7.01914261, 6.14665566], [6.75698765, 4.39686046, 6.14665566], [5.24301235, 7.01914261, 6.14665566], [3.72903705, 4.39686046, 6.14665566], [5.4105, 6.72904549, 8.32565566], [6.5895, 4.68695759, 8.32565566], [9.78493826, 9.64142476, 6.14665566], [6.75698765, 9.64142476, 6.14665566], [9.61745061, 9.93152188, 8.32565566], [9.78493826, 2.64867237, 4.9105], [8.27096295, 1.77457832, 6.14665566], [8.43845061, 1.48448119, 8.32565566], [11.29891356, 7.01914261, 6.14665566], [9.78493826, 4.39686046, 6.14665566], [11.46640121, 6.72904549, 8.32565566], [6.0, 5.70800154, 8.32565566]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[121.163219602528,2.25775236054776]"
111-M_12,"{'numbers': [12, 8, 8, 12, 12, 8, 12, 8, 12, 8, 8, 12, 12, 8, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 6], 'positions': [[3.72903705, 6.36082054, 3.67434434], [3.72903705, 8.10900863, 4.9105], [2.21506174, 5.48672649, 4.9105], [2.21506174, 7.23491459, 6.14665566], [0.70108644, 4.61263244, 6.14665566], [0.96514274, 6.51327351, 8.32565566], [5.24301235, 8.98310268, 3.67434434], [5.24301235, 10.73129078, 4.9105], [3.72903705, 9.85719673, 6.14665566], [3.72903705, 2.86444434, 4.9105], [6.75698765, 2.86444434, 4.9105], [5.24301235, 1.99035029, 6.14665566], [2.21506174, 1.99035029, 6.14665566], [3.99309334, 1.26870922, 8.32565566], [8.27096295, 3.73853839, 3.67434434], [5.24301235, 3.73853839, 3.67434434], [6.75698765, 6.36082054, 3.67434434], [6.75698765, 8.10900863, 4.9105], [5.24301235, 5.48672649, 4.9105], [9.78493826, 8.10900863, 4.9105], [8.27096295, 5.48672649, 4.9105], [8.27096295, 7.23491459, 6.14665566], [6.75698765, 4.61263244, 6.14665566], [5.24301235, 7.23491459, 6.14665566], [3.72903705, 4.61263244, 6.14665566], [7.02104395, 6.51327351, 8.32565566], [4.97895605, 5.33427351, 8.32565566], [9.78493826, 9.85719673, 6.14665566], [6.75698765, 9.85719673, 6.14665566], [8.00690666, 10.57883781, 8.32565566], [9.78493826, 2.86444434, 4.9105], [8.27096295, 1.99035029, 6.14665566], [11.29891356, 7.23491459, 6.14665566], [9.78493826, 4.61263244, 6.14665566], [11.03485726, 5.33427351, 8.32565566], [6.0, 5.92377351, 8.32565566]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[126.741230347351,2.21422048227583]"
